ID,Target
TEST_1305,neutral
TEST_1306,joy
TEST_1307,sadness
TEST_1308,neutral
TEST_1309,neutral
TEST_1310,neutral
TEST_1311,joy
TEST_1312,neutral
TEST_1313,neutral
TEST_1314,fear
TEST_1315,neutral
TEST_1316,neutral
TEST_1317,fear
TEST_1318,anger
TEST_1319,sadness
TEST_1320,neutral
TEST_1321,neutral
TEST_1322,neutral
TEST_1323,neutral
TEST_1324,neutral
TEST_1325,joy
TEST_1326,neutral
TEST_1327,surprise
TEST_1328,neutral
TEST_1329,neutral
TEST_1330,sadness
TEST_1331,anger
TEST_1332,joy
TEST_1333,neutral
TEST_1334,neutral
TEST_1335,sadness
TEST_1336,surprise
TEST_1337,surprise
TEST_1338,surprise
TEST_1339,surprise
TEST_1340,surprise
TEST_1341,anger
TEST_1342,neutral
TEST_1343,surprise
TEST_1344,joy
TEST_1345,surprise
TEST_1346,neutral
TEST_1347,surprise
TEST_1348,surprise
TEST_1349,sadness
TEST_1350,fear
TEST_1351,joy
TEST_1352,neutral
TEST_1353,neutral
TEST_1354,surprise
TEST_1355,surprise
TEST_1356,anger
TEST_1357,neutral
TEST_1358,anger
TEST_1359,surprise
TEST_1360,neutral
TEST_1361,neutral
TEST_1362,neutral
TEST_1363,surprise
TEST_1364,neutral
TEST_1365,fear
TEST_1366,neutral
TEST_1367,neutral
TEST_1368,neutral
TEST_1369,surprise
TEST_1370,neutral
TEST_1371,anger
TEST_1372,joy
TEST_1373,joy
TEST_1374,joy
TEST_1375,sadness
TEST_1376,anger
TEST_1377,anger
TEST_1378,anger
TEST_1379,neutral
TEST_1380,joy
TEST_1381,sadness
TEST_1382,neutral
TEST_1383,neutral
TEST_1384,joy
TEST_1385,sadness
TEST_1386,neutral
TEST_1387,sadness
TEST_1388,joy
TEST_1389,neutral
TEST_1390,anger
TEST_1391,neutral
TEST_1392,sadness
TEST_1393,neutral
TEST_1394,neutral
TEST_1395,joy
TEST_1396,neutral
TEST_1397,neutral
TEST_1398,disgust
TEST_1399,neutral
TEST_1400,surprise
TEST_1401,neutral
TEST_1402,anger
TEST_1403,sadness
TEST_1404,neutral
TEST_1405,neutral
TEST_1406,neutral
TEST_1407,neutral
TEST_1408,anger
TEST_1409,disgust
TEST_1410,neutral
TEST_1411,neutral
TEST_1412,neutral
TEST_1413,surprise
TEST_1414,anger
TEST_1415,disgust
TEST_1416,joy
TEST_1417,joy
TEST_1418,joy
TEST_1419,joy
TEST_1420,neutral
TEST_1421,neutral
TEST_1422,surprise
TEST_1423,surprise
TEST_1424,anger
TEST_1425,neutral
TEST_1426,joy
TEST_1427,joy
TEST_1428,neutral
TEST_1429,neutral
TEST_1430,neutral
TEST_1431,surprise
TEST_1432,neutral
TEST_1433,neutral
TEST_1434,neutral
TEST_1435,neutral
TEST_1436,neutral
TEST_1437,neutral
TEST_1438,anger
TEST_1439,neutral
TEST_1440,surprise
TEST_1441,anger
TEST_1442,anger
TEST_1443,neutral
TEST_1444,neutral
TEST_1445,neutral
TEST_1446,neutral
TEST_1447,neutral
TEST_1448,neutral
TEST_1449,sadness
TEST_1450,surprise
TEST_1451,neutral
TEST_1452,fear
TEST_1453,neutral
TEST_1454,neutral
TEST_1455,neutral
TEST_1456,sadness
TEST_1457,joy
TEST_1458,surprise
TEST_1459,neutral
TEST_1460,neutral
TEST_1461,anger
TEST_1462,joy
TEST_1463,neutral
TEST_1464,anger
TEST_1465,joy
TEST_1466,neutral
TEST_1467,neutral
TEST_1468,neutral
TEST_1469,anger
TEST_1470,neutral
TEST_1471,neutral
TEST_1472,surprise
TEST_1473,anger
TEST_1474,surprise
TEST_1475,neutral
TEST_1476,surprise
TEST_1477,neutral
TEST_1478,neutral
TEST_1479,joy
TEST_1480,anger
TEST_1481,surprise
TEST_1482,neutral
TEST_1483,surprise
TEST_1484,joy
TEST_1485,anger
TEST_1486,anger
TEST_1487,joy
TEST_1488,anger
TEST_1489,anger
TEST_1490,sadness
TEST_1491,neutral
TEST_1492,surprise
TEST_1493,neutral
TEST_1494,neutral
TEST_1495,neutral
TEST_1496,joy
TEST_1497,joy
TEST_1498,neutral
TEST_1499,joy
TEST_1500,neutral
TEST_1501,joy
TEST_1502,joy
TEST_1503,neutral
TEST_1504,joy
TEST_1505,surprise
TEST_1506,neutral
TEST_1507,neutral
TEST_1508,neutral
TEST_1509,neutral
TEST_1510,neutral
TEST_1511,joy
TEST_1512,anger
TEST_1513,joy
TEST_1514,joy
TEST_1515,neutral
TEST_1516,neutral
TEST_1517,sadness
TEST_1518,neutral
TEST_1519,neutral
TEST_1520,surprise
TEST_1521,joy
TEST_1522,neutral
TEST_1523,neutral
TEST_1524,neutral
TEST_1525,joy
TEST_1526,surprise
TEST_1527,sadness
TEST_1528,anger
TEST_1529,surprise
TEST_1530,sadness
TEST_1531,neutral
TEST_1532,surprise
TEST_1533,fear
TEST_1534,surprise
TEST_1535,neutral
TEST_1536,surprise
TEST_1537,neutral
TEST_1538,anger
TEST_1539,neutral
TEST_1540,fear
TEST_1541,neutral
TEST_1542,neutral
TEST_1543,neutral
TEST_1544,neutral
TEST_1545,neutral
TEST_1546,neutral
TEST_1547,neutral
TEST_1548,neutral
TEST_1549,sadness
TEST_1550,neutral
TEST_1551,neutral
TEST_1552,sadness
TEST_1553,neutral
TEST_1554,neutral
TEST_1555,anger
TEST_1556,anger
TEST_1557,neutral
TEST_1558,surprise
TEST_1559,neutral
TEST_1560,neutral
TEST_1561,neutral
TEST_1562,neutral
TEST_1563,neutral
TEST_1564,neutral
TEST_1565,neutral
TEST_1566,neutral
TEST_1567,neutral
TEST_1568,neutral
TEST_1569,neutral
TEST_1570,neutral
TEST_1571,fear
TEST_1572,neutral
TEST_1573,neutral
TEST_1574,surprise
TEST_1575,anger
TEST_1576,surprise
TEST_1577,fear
TEST_1578,surprise
TEST_1579,joy
TEST_1580,surprise
TEST_1581,surprise
TEST_1582,fear
TEST_1583,surprise
TEST_1584,joy
TEST_1585,surprise
TEST_1586,joy
TEST_1587,sadness
TEST_1588,anger
TEST_1589,joy
TEST_1590,surprise
TEST_1591,anger
TEST_1592,surprise
TEST_1593,surprise
TEST_1594,joy
TEST_1595,surprise
TEST_1596,joy
TEST_1597,surprise
TEST_1598,neutral
TEST_1599,surprise
TEST_1600,neutral
TEST_1601,neutral
TEST_1602,surprise
TEST_1603,neutral
TEST_1604,neutral
TEST_1605,neutral
TEST_1606,surprise
TEST_1607,sadness
TEST_1608,surprise
TEST_1609,surprise
TEST_1610,neutral
TEST_1611,disgust
TEST_1612,neutral
TEST_1613,joy
TEST_1614,joy
TEST_1615,neutral
TEST_1616,neutral
TEST_1617,joy
TEST_1618,joy
TEST_1619,sadness
TEST_1620,anger
TEST_1621,joy
TEST_1622,neutral
TEST_1623,neutral
TEST_1624,neutral
TEST_1625,neutral
TEST_1626,joy
TEST_1627,neutral
TEST_1628,neutral
TEST_1629,surprise
TEST_1630,joy
TEST_1631,joy
TEST_1632,anger
TEST_1633,sadness
TEST_1634,surprise
TEST_1635,neutral
TEST_1636,sadness
TEST_1637,anger
TEST_1638,joy
TEST_1639,anger
TEST_1640,neutral
TEST_1641,joy
TEST_1642,neutral
TEST_1643,neutral
TEST_1644,neutral
TEST_1645,neutral
TEST_1646,joy
TEST_1647,neutral
TEST_1648,neutral
TEST_1649,joy
TEST_1650,surprise
TEST_1651,neutral
TEST_1652,neutral
TEST_1653,neutral
TEST_1654,neutral
TEST_1655,neutral
TEST_1656,surprise
TEST_1657,joy
TEST_1658,sadness
TEST_1659,neutral
TEST_1660,neutral
TEST_1661,neutral
TEST_1662,neutral
TEST_1663,neutral
TEST_1664,neutral
TEST_1665,surprise
TEST_1666,anger
TEST_1667,surprise
TEST_1668,surprise
TEST_1669,anger
TEST_1670,neutral
TEST_1671,disgust
TEST_1672,joy
TEST_1673,joy
TEST_1674,anger
TEST_1675,joy
TEST_1676,sadness
TEST_1677,joy
TEST_1678,neutral
TEST_1679,neutral
TEST_1680,neutral
TEST_1681,joy
TEST_1682,neutral
TEST_1683,neutral
TEST_1684,neutral
TEST_1685,anger
TEST_1686,neutral
TEST_1687,neutral
TEST_1688,neutral
TEST_1689,neutral
TEST_1690,neutral
TEST_1691,surprise
TEST_1692,neutral
TEST_1693,neutral
TEST_1694,surprise
TEST_1695,neutral
TEST_1696,neutral
TEST_1697,fear
TEST_1698,neutral
TEST_1699,neutral
TEST_1700,neutral
TEST_1701,anger
TEST_1702,anger
TEST_1703,neutral
TEST_1704,neutral
TEST_1705,neutral
TEST_1706,neutral
TEST_1707,neutral
TEST_1708,neutral
TEST_1709,joy
TEST_1710,anger
TEST_1711,surprise
TEST_1712,neutral
TEST_1713,sadness
TEST_1714,neutral
TEST_1715,neutral
TEST_1716,joy
TEST_1717,joy
TEST_1718,neutral
TEST_1719,neutral
TEST_1720,anger
TEST_1721,joy
TEST_1722,anger
TEST_1723,joy
TEST_1724,anger
TEST_1725,fear
TEST_1726,joy
TEST_1727,neutral
TEST_1728,joy
TEST_1729,surprise
TEST_1730,surprise
TEST_1731,neutral
TEST_1732,neutral
TEST_1733,neutral
TEST_1734,surprise
TEST_1735,neutral
TEST_1736,neutral
TEST_1737,joy
TEST_1738,neutral
TEST_1739,neutral
TEST_1740,joy
TEST_1741,anger
TEST_1742,neutral
TEST_1743,joy
TEST_1744,neutral
TEST_1745,neutral
TEST_1746,surprise
TEST_1747,anger
TEST_1748,neutral
TEST_1749,surprise
TEST_1750,anger
TEST_1751,joy
TEST_1752,neutral
TEST_1753,neutral
TEST_1754,sadness
TEST_1755,neutral
TEST_1756,neutral
TEST_1757,surprise
TEST_1758,joy
TEST_1759,surprise
TEST_1760,neutral
TEST_1761,joy
TEST_1762,neutral
TEST_1763,joy
TEST_1764,neutral
TEST_1765,sadness
TEST_1766,sadness
TEST_1767,neutral
TEST_1768,disgust
TEST_1769,joy
TEST_1770,joy
TEST_1771,joy
TEST_1772,neutral
TEST_1773,neutral
TEST_1774,surprise
TEST_1775,neutral
TEST_1776,neutral
TEST_1777,neutral
TEST_1778,neutral
TEST_1779,neutral
TEST_1780,neutral
TEST_1781,neutral
TEST_1782,neutral
TEST_1783,neutral
TEST_1784,surprise
TEST_1785,joy
TEST_1786,joy
TEST_1787,neutral
TEST_1788,joy
TEST_1789,neutral
TEST_1790,neutral
TEST_1791,joy
TEST_1792,surprise
TEST_1793,surprise
TEST_1794,neutral
TEST_1795,surprise
TEST_1796,neutral
TEST_1797,surprise
TEST_1798,sadness
TEST_1799,neutral
TEST_1800,neutral
TEST_1801,neutral
TEST_1802,neutral
TEST_1803,neutral
TEST_1804,neutral
TEST_1805,neutral
TEST_1806,joy
TEST_1807,neutral
TEST_1808,neutral
TEST_1809,neutral
TEST_1810,neutral
TEST_1811,neutral
TEST_1812,fear
TEST_1813,neutral
TEST_1814,sadness
TEST_1815,neutral
TEST_1816,neutral
TEST_1817,joy
TEST_1818,anger
TEST_1819,surprise
TEST_1820,sadness
TEST_1821,neutral
TEST_1822,joy
TEST_1823,joy
TEST_1824,neutral
TEST_1825,neutral
TEST_1826,neutral
TEST_1827,neutral
TEST_1828,sadness
TEST_1829,surprise
TEST_1830,neutral
TEST_1831,neutral
TEST_1832,fear
TEST_1833,neutral
TEST_1834,sadness
TEST_1835,neutral
TEST_1836,fear
TEST_1837,neutral
TEST_1838,joy
TEST_1839,surprise
TEST_1840,joy
TEST_1841,joy
TEST_1842,neutral
TEST_1843,neutral
TEST_1844,sadness
TEST_1845,surprise
TEST_1846,neutral
TEST_1847,neutral
TEST_1848,anger
TEST_1849,neutral
TEST_1850,anger
TEST_1851,neutral
TEST_1852,neutral
TEST_1853,neutral
TEST_1854,sadness
TEST_1855,neutral
TEST_1856,anger
TEST_1857,neutral
TEST_1858,surprise
TEST_1859,sadness
TEST_1860,sadness
TEST_1861,neutral
TEST_1862,neutral
TEST_1863,neutral
TEST_1864,surprise
TEST_1865,neutral
TEST_1866,joy
TEST_1867,neutral
TEST_1868,joy
TEST_1869,joy
TEST_1870,neutral
TEST_1871,surprise
TEST_1872,anger
TEST_1873,neutral
TEST_1874,neutral
TEST_1875,disgust
TEST_1876,neutral
TEST_1877,neutral
TEST_1878,neutral
TEST_1879,anger
TEST_1880,neutral
TEST_1881,neutral
TEST_1882,neutral
TEST_1883,neutral
TEST_1884,neutral
TEST_1885,joy
TEST_1886,neutral
TEST_1887,neutral
TEST_1888,sadness
TEST_1889,neutral
TEST_1890,neutral
TEST_1891,neutral
TEST_1892,neutral
TEST_1893,sadness
TEST_1894,neutral
TEST_1895,joy
TEST_1896,surprise
TEST_1897,anger
TEST_1898,anger
TEST_1899,joy
TEST_1900,fear
TEST_1901,neutral
TEST_1902,surprise
TEST_1903,joy
TEST_1904,neutral
TEST_1905,sadness
TEST_1906,neutral
TEST_1907,sadness
TEST_1908,neutral
TEST_1909,joy
TEST_1910,neutral
TEST_1911,anger
TEST_1912,anger
TEST_1913,surprise
TEST_1914,joy
TEST_1915,surprise
TEST_1916,joy
TEST_1917,neutral
TEST_1918,joy
TEST_1919,joy
TEST_1920,joy
TEST_1921,sadness
TEST_1922,neutral
TEST_1923,surprise
TEST_1924,joy
TEST_1925,joy
TEST_1926,surprise
TEST_1927,joy
TEST_1928,neutral
TEST_1929,neutral
TEST_1930,joy
TEST_1931,joy
TEST_1932,anger
TEST_1933,neutral
TEST_1934,neutral
TEST_1935,anger
TEST_1936,neutral
TEST_1937,anger
TEST_1938,neutral
TEST_1939,neutral
TEST_1940,fear
TEST_1941,neutral
TEST_1942,neutral
TEST_1943,neutral
TEST_1944,sadness
TEST_1945,neutral
TEST_1946,disgust
TEST_1947,surprise
TEST_1948,anger
TEST_1949,disgust
TEST_1950,disgust
TEST_1951,surprise
TEST_1952,joy
TEST_1953,joy
TEST_1954,neutral
TEST_1955,neutral
TEST_1956,surprise
TEST_1957,sadness
TEST_1958,disgust
TEST_1959,neutral
TEST_1960,fear
TEST_1961,neutral
TEST_1962,neutral
TEST_1963,joy
TEST_1964,neutral
TEST_1965,surprise
TEST_1966,sadness
TEST_1967,surprise
TEST_1968,sadness
TEST_1969,neutral
TEST_1970,neutral
TEST_1971,neutral
TEST_1972,sadness
TEST_1973,surprise
TEST_1974,anger
TEST_1975,neutral
TEST_1976,surprise
TEST_1977,surprise
TEST_1978,neutral
TEST_1979,sadness
TEST_1980,joy
TEST_1981,surprise
TEST_1982,neutral
TEST_1983,surprise
TEST_1984,neutral
TEST_1985,anger
TEST_1986,surprise
TEST_1987,surprise
TEST_1988,joy
TEST_1989,surprise
TEST_1990,anger
TEST_1991,neutral
TEST_1992,neutral
TEST_1993,neutral
TEST_1994,neutral
TEST_1995,neutral
TEST_1996,neutral
TEST_1997,neutral
TEST_1998,sadness
TEST_1999,fear
TEST_2000,sadness
TEST_2001,neutral
TEST_2002,neutral
TEST_2003,neutral
TEST_2004,surprise
TEST_2005,neutral
TEST_2006,neutral
TEST_2007,joy
TEST_2008,neutral
TEST_2009,neutral
TEST_2010,neutral
TEST_2011,neutral
TEST_2012,neutral
TEST_2013,sadness
TEST_2014,neutral
TEST_2015,neutral
TEST_2016,sadness
TEST_2017,neutral
TEST_2018,joy
TEST_2019,joy
TEST_2020,neutral
TEST_2021,neutral
TEST_2022,joy
TEST_2023,neutral
TEST_2024,joy
TEST_2025,sadness
TEST_2026,sadness
TEST_2027,neutral
TEST_2028,neutral
TEST_2029,neutral
TEST_2030,neutral
TEST_2031,joy
TEST_2032,surprise
TEST_2033,neutral
TEST_2034,neutral
TEST_2035,joy
TEST_2036,surprise
TEST_2037,neutral
TEST_2038,neutral
TEST_2039,surprise
TEST_2040,joy
TEST_2041,neutral
TEST_2042,neutral
TEST_2043,joy
TEST_2044,neutral
TEST_2045,joy
TEST_2046,neutral
TEST_2047,fear
TEST_2048,neutral
TEST_2049,neutral
TEST_2050,fear
TEST_2051,surprise
TEST_2052,joy
TEST_2053,surprise
TEST_2054,neutral
TEST_2055,neutral
TEST_2056,neutral
TEST_2057,neutral
TEST_2058,sadness
TEST_2059,neutral
TEST_2060,fear
TEST_2061,neutral
TEST_2062,joy
TEST_2063,anger
TEST_2064,surprise
TEST_2065,surprise
TEST_2066,neutral
TEST_2067,neutral
TEST_2068,neutral
TEST_2069,surprise
TEST_2070,neutral
TEST_2071,joy
TEST_2072,joy
TEST_2073,neutral
TEST_2074,neutral
TEST_2075,surprise
TEST_2076,sadness
TEST_2077,neutral
TEST_2078,joy
TEST_2079,neutral
TEST_2080,neutral
TEST_2081,neutral
TEST_2082,neutral
TEST_2083,neutral
TEST_2084,neutral
TEST_2085,neutral
TEST_2086,neutral
TEST_2087,neutral
TEST_2088,fear
TEST_2089,neutral
TEST_2090,anger
TEST_2091,surprise
TEST_2092,neutral
TEST_2093,neutral
TEST_2094,sadness
TEST_2095,neutral
TEST_2096,neutral
TEST_2097,neutral
TEST_2098,neutral
TEST_2099,neutral
TEST_2100,disgust
TEST_2101,neutral
TEST_2102,neutral
TEST_2103,joy
TEST_2104,neutral
TEST_2105,anger
TEST_2106,neutral
TEST_2107,neutral
TEST_2108,neutral
TEST_2109,neutral
TEST_2110,neutral
TEST_2111,neutral
TEST_2112,disgust
TEST_2113,disgust
TEST_2114,anger
TEST_2115,disgust
TEST_2116,sadness
TEST_2117,neutral
TEST_2118,surprise
TEST_2119,neutral
TEST_2120,sadness
TEST_2121,joy
TEST_2122,neutral
TEST_2123,joy
TEST_2124,neutral
TEST_2125,anger
TEST_2126,neutral
TEST_2127,anger
TEST_2128,neutral
TEST_2129,neutral
TEST_2130,disgust
TEST_2131,joy
TEST_2132,neutral
TEST_2133,neutral
TEST_2134,neutral
TEST_2135,neutral
TEST_2136,anger
TEST_2137,surprise
TEST_2138,sadness
TEST_2139,anger
TEST_2140,joy
TEST_2141,neutral
TEST_2142,neutral
TEST_2143,neutral
TEST_2144,joy
TEST_2145,neutral
TEST_2146,joy
TEST_2147,joy
TEST_2148,joy
TEST_2149,anger
TEST_2150,joy
TEST_2151,neutral
TEST_2152,sadness
TEST_2153,joy
TEST_2154,joy
TEST_2155,neutral
TEST_2156,neutral
TEST_2157,neutral
TEST_2158,neutral
TEST_2159,neutral
TEST_2160,anger
TEST_2161,surprise
TEST_2162,neutral
TEST_2163,joy
TEST_2164,joy
TEST_2165,anger
TEST_2166,neutral
TEST_2167,joy
TEST_2168,neutral
TEST_2169,neutral
TEST_2170,joy
TEST_2171,neutral
TEST_2172,neutral
TEST_2173,neutral
TEST_2174,joy
TEST_2175,neutral
TEST_2176,joy
TEST_2177,neutral
TEST_2178,joy
TEST_2179,neutral
TEST_2180,surprise
TEST_2181,neutral
TEST_2182,surprise
TEST_2183,surprise
TEST_2184,surprise
TEST_2185,anger
TEST_2186,neutral
TEST_2187,neutral
TEST_2188,neutral
TEST_2189,neutral
TEST_2190,joy
TEST_2191,neutral
TEST_2192,joy
TEST_2193,neutral
TEST_2194,neutral
TEST_2195,neutral
TEST_2196,neutral
TEST_2197,neutral
TEST_2198,neutral
TEST_2199,disgust
TEST_2200,surprise
TEST_2201,sadness
TEST_2202,neutral
TEST_2203,joy
TEST_2204,anger
TEST_2205,joy
TEST_2206,neutral
TEST_2207,neutral
TEST_2208,neutral
TEST_2209,anger
TEST_2210,neutral
TEST_2211,joy
TEST_2212,anger
TEST_2213,neutral
TEST_2214,neutral
TEST_2215,joy
TEST_2216,neutral
TEST_2217,neutral
TEST_2218,neutral
TEST_2219,neutral
TEST_2220,neutral
TEST_2221,neutral
TEST_2222,neutral
TEST_2223,neutral
TEST_2224,neutral
TEST_2225,anger
TEST_2226,joy
TEST_2227,anger
TEST_2228,sadness
TEST_2229,surprise
TEST_2230,neutral
TEST_2231,anger
TEST_2232,joy
TEST_2233,surprise
TEST_2234,neutral
TEST_2235,surprise
TEST_2236,neutral
TEST_2237,sadness
TEST_2238,neutral
TEST_2239,surprise
TEST_2240,neutral
TEST_2241,surprise
TEST_2242,neutral
TEST_2243,joy
TEST_2244,joy
TEST_2245,neutral
TEST_2246,neutral
TEST_2247,joy
TEST_2248,joy
TEST_2249,neutral
TEST_2250,neutral
TEST_2251,neutral
TEST_2252,joy
TEST_2253,neutral
TEST_2254,surprise
TEST_2255,neutral
TEST_2256,neutral
TEST_2257,neutral
TEST_2258,surprise
TEST_2259,surprise
TEST_2260,joy
TEST_2261,joy
TEST_2262,fear
TEST_2263,neutral
TEST_2264,neutral
TEST_2265,anger
TEST_2266,neutral
TEST_2267,neutral
TEST_2268,neutral
TEST_2269,neutral
TEST_2270,neutral
TEST_2271,anger
TEST_2272,neutral
TEST_2273,neutral
TEST_2274,neutral
TEST_2275,sadness
TEST_2276,neutral
TEST_2277,neutral
TEST_2278,neutral
TEST_2279,neutral
TEST_2280,neutral
TEST_2281,neutral
TEST_2282,neutral
TEST_2283,neutral
TEST_2284,neutral
TEST_2285,anger
TEST_2286,neutral
TEST_2287,neutral
TEST_2288,sadness
TEST_2289,neutral
TEST_2290,joy
TEST_2291,surprise
TEST_2292,neutral
TEST_2293,joy
TEST_2294,joy
TEST_2295,neutral
TEST_2296,neutral
TEST_2297,anger
TEST_2298,neutral
TEST_2299,neutral
TEST_2300,surprise
TEST_2301,disgust
TEST_2302,fear
TEST_2303,joy
TEST_2304,joy
TEST_2305,surprise
TEST_2306,anger
TEST_2307,neutral
TEST_2308,neutral
TEST_2309,neutral
TEST_2310,neutral
TEST_2311,neutral
TEST_2312,neutral
TEST_2313,neutral
TEST_2314,disgust
TEST_2315,surprise
TEST_2316,neutral
TEST_2317,neutral
TEST_2318,neutral
TEST_2319,neutral
TEST_2320,neutral
TEST_2321,neutral
TEST_2322,neutral
TEST_2323,neutral
TEST_2324,neutral
TEST_2325,joy
TEST_2326,neutral
TEST_2327,neutral
TEST_2328,neutral
TEST_2329,neutral
TEST_2330,neutral
TEST_2331,neutral
TEST_2332,disgust
TEST_2333,anger
TEST_2334,anger
TEST_2335,neutral
TEST_2336,sadness
TEST_2337,joy
TEST_2338,neutral
TEST_2339,anger
TEST_2340,anger
TEST_2341,joy
TEST_2342,joy
TEST_2343,anger
TEST_2344,neutral
TEST_2345,neutral
TEST_2346,anger
TEST_2347,neutral
TEST_2348,neutral
TEST_2349,anger
TEST_2350,sadness
TEST_2351,neutral
TEST_2352,neutral
TEST_2353,sadness
TEST_2354,neutral
TEST_2355,anger
TEST_2356,sadness
TEST_2357,surprise
TEST_2358,anger
TEST_2359,neutral
TEST_2360,neutral
TEST_2361,neutral
TEST_2362,neutral
TEST_2363,anger
TEST_2364,neutral
TEST_2365,joy
TEST_2366,anger
TEST_2367,neutral
TEST_2368,neutral
TEST_2369,sadness
TEST_2370,neutral
TEST_2371,neutral
TEST_2372,joy
TEST_2373,surprise
TEST_2374,neutral
TEST_2375,fear
TEST_2376,sadness
TEST_2377,neutral
TEST_2378,neutral
TEST_2379,neutral
TEST_2380,neutral
TEST_2381,neutral
TEST_2382,neutral
TEST_2383,disgust
TEST_2384,neutral
TEST_2385,joy
TEST_2386,neutral
TEST_2387,neutral
TEST_2388,neutral
TEST_2389,neutral
TEST_2390,anger
TEST_2391,neutral
TEST_2392,neutral
TEST_2393,neutral
TEST_2394,surprise
TEST_2395,surprise
TEST_2396,neutral
TEST_2397,neutral
TEST_2398,surprise
TEST_2399,neutral
TEST_2400,sadness
TEST_2401,neutral
TEST_2402,neutral
TEST_2403,neutral
TEST_2404,joy
TEST_2405,joy
TEST_2406,neutral
TEST_2407,neutral
TEST_2408,neutral
TEST_2409,neutral
TEST_2410,disgust
TEST_2411,anger
TEST_2412,surprise
TEST_2413,neutral
TEST_2414,neutral
TEST_2415,neutral
TEST_2416,neutral
TEST_2417,surprise
TEST_2418,neutral
TEST_2419,anger
TEST_2420,neutral
TEST_2421,neutral
TEST_2422,neutral
TEST_2423,surprise
TEST_2424,neutral
TEST_2425,joy
TEST_2426,anger
TEST_2427,neutral
TEST_2428,anger
TEST_2429,anger
TEST_2430,anger
TEST_2431,anger
TEST_2432,anger
TEST_2433,surprise
TEST_2434,neutral
TEST_2435,joy
TEST_2436,anger
TEST_2437,neutral
TEST_2438,joy
TEST_2439,joy
TEST_2440,neutral
TEST_2441,neutral
TEST_2442,neutral
TEST_2443,neutral
TEST_2444,joy
TEST_2445,anger
TEST_2446,surprise
TEST_2447,joy
TEST_2448,joy
TEST_2449,neutral
TEST_2450,joy
TEST_2451,neutral
TEST_2452,neutral
TEST_2453,neutral
TEST_2454,neutral
TEST_2455,joy
TEST_2456,joy
TEST_2457,joy
TEST_2458,surprise
TEST_2459,neutral
TEST_2460,joy
TEST_2461,neutral
TEST_2462,neutral
TEST_2463,neutral
TEST_2464,joy
TEST_2465,neutral
TEST_2466,neutral
TEST_2467,neutral
TEST_2468,neutral
TEST_2469,joy
TEST_2470,neutral
TEST_2471,surprise
TEST_2472,neutral
TEST_2473,neutral
TEST_2474,neutral
TEST_2475,neutral
TEST_2476,neutral
TEST_2477,neutral
TEST_2478,anger
TEST_2479,neutral
TEST_2480,neutral
TEST_2481,sadness
TEST_2482,surprise
TEST_2483,anger
TEST_2484,surprise
TEST_2485,joy
TEST_2486,neutral
TEST_2487,joy
TEST_2488,neutral
TEST_2489,neutral
TEST_2490,neutral
TEST_2491,neutral
TEST_2492,neutral
TEST_2493,neutral
TEST_2494,neutral
TEST_2495,anger
TEST_2496,sadness
TEST_2497,neutral
TEST_2498,neutral
TEST_2499,anger
TEST_2500,neutral
TEST_2501,surprise
TEST_2502,neutral
TEST_2503,surprise
TEST_2504,anger
TEST_2505,neutral
TEST_2506,neutral
TEST_2507,sadness
TEST_2508,neutral
TEST_2509,neutral
TEST_2510,surprise
TEST_2511,neutral
TEST_2512,neutral
TEST_2513,neutral
TEST_2514,neutral
TEST_2515,neutral
TEST_2516,surprise
TEST_2517,surprise
TEST_2518,sadness
TEST_2519,neutral
TEST_2520,neutral
TEST_2521,neutral
TEST_2522,neutral
TEST_2523,neutral
TEST_2524,neutral
TEST_2525,neutral
TEST_2526,anger
TEST_2527,neutral
TEST_2528,neutral
TEST_2529,neutral
TEST_2530,neutral
TEST_2531,sadness
TEST_2532,joy
TEST_2533,anger
TEST_2534,neutral
TEST_2535,neutral
TEST_2536,neutral
TEST_2537,anger
TEST_2538,neutral
TEST_2539,neutral
TEST_2540,neutral
TEST_2541,disgust
TEST_2542,neutral
TEST_2543,joy
TEST_2544,neutral
TEST_2545,joy
TEST_2546,neutral
TEST_2547,anger
TEST_2548,neutral
TEST_2549,surprise
TEST_2550,joy
TEST_2551,neutral
TEST_2552,neutral
TEST_2553,neutral
TEST_2554,surprise
TEST_2555,neutral
TEST_2556,neutral
TEST_2557,sadness
TEST_2558,neutral
TEST_2559,sadness
TEST_2560,surprise
TEST_2561,joy
TEST_2562,neutral
TEST_2563,sadness
TEST_2564,surprise
TEST_2565,neutral
TEST_2566,neutral
TEST_2567,neutral
TEST_2568,anger
TEST_2569,joy
TEST_2570,joy
TEST_2571,neutral
TEST_2572,neutral
TEST_2573,neutral
TEST_2574,neutral
TEST_2575,neutral
TEST_2576,neutral
TEST_2577,anger
TEST_2578,surprise
TEST_2579,joy
TEST_2580,neutral
TEST_2581,neutral
TEST_2582,joy
TEST_2583,neutral
TEST_2584,surprise
TEST_2585,fear
TEST_2586,neutral
TEST_2587,neutral
TEST_2588,surprise
TEST_2589,neutral
TEST_2590,joy
TEST_2591,joy
TEST_2592,neutral
TEST_2593,neutral
TEST_2594,joy
TEST_2595,joy
TEST_2596,anger
TEST_2597,anger
TEST_2598,joy
TEST_2599,neutral
TEST_2600,neutral
TEST_2601,surprise
TEST_2602,neutral
TEST_2603,neutral
TEST_2604,neutral
TEST_2605,neutral
TEST_2606,anger
TEST_2607,joy
TEST_2608,surprise
